date,text,sentiment
2018-07-30 10:53:36,"RT @MarceloACoelho1: #EnfiemAsPanelasNoCu toda a REDE de corrupção que aprovou a intervenção militar no Rio.
#MarielleFranco
helicóptero da…",
2018-07-30 10:49:36,Quem matou e quem mandou matar Marielle e Anderson? 138 dias sem resposta. #MariellePresente,1
2018-07-30 10:37:24,"RT @MarceloACoelho1: #EnfiemAsPanelasNoCu toda a REDE de corrupção que aprovou a intervenção militar no Rio.
#MarielleFranco
helicóptero da…",
2018-07-30 10:30:52,"RT @homofobiaNAO: 13 8 dias se passaram.. Quem matou Marielle? Que mandou matar Marielle e Anderson?
#MarielleFranco #mariellepresente #Som…",1
2018-07-30 09:58:14,"13 8 dias se passaram.. Quem matou Marielle? Que mandou matar Marielle e Anderson?
#MarielleFranco… https://t.co/KcawCL98L6",1
2018-07-30 09:38:24,"Retweeted Emoji Do Lula (@EmojiDoLula):

🇶️🇺️🇪️🇲️
🇲️🇦️🇹️🇴️🇺️
🇲️🇦️🇷️🇮️🇪️🇱️🇱️🇪️❓ #QuemMatouMarielle
#Impunidômetro -… https://t.co/KMbwKfAwDt",
2018-07-30 03:21:07,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",1
2018-07-30 02:39:32,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,1
2018-07-30 02:33:15,"Sem Lula livre não há democracia, diz Peres Esquivel no encerramento de fórum em Porto Alegre… https://t.co/s6MEweUZon",
2018-07-30 02:13:23,"RT @mafolly: Durante a marcha das mulheres negras hoje, em Copacabana, a pergunta que tomou conta. Quem mandou matar Marielle?

Foto de Ani…",1
2018-07-30 01:49:44,RT @CNJ_oficial: O Corregedor do @CNJ_oficial determinou abertura de procedimento para averiguar as manifestações públicas da desembargador…,
2018-07-30 01:45:22,"Durante a marcha das mulheres negras hoje, em Copacabana, a pergunta que tomou conta. Quem mandou matar Marielle?… https://t.co/RLrR4F1ojl",1
2018-07-30 01:38:58,para não esquecer. 137 dias. #mariellepresente https://t.co/qtrqWeR2ax,1
2018-07-30 01:31:16,"O Paulo Teixeira 13 comenta o fracasso da intervenção militar do RJ e os novos fatos sobre o caso Marielle, ao vivo… https://t.co/A2uvyUYbZQ",
2018-07-30 01:28:43,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-30 01:24:36,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-30 00:31:29,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-30 00:29:56,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",1
2018-07-30 00:09:29,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-30 00:07:04,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",1
2018-07-29 23:38:32,"#VamosColoColo faustão #dingdong
#lulalivre #mariellepresente",
2018-07-29 23:06:01,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",1
2018-07-29 23:05:44,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",1
2018-07-29 23:05:31,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 23:04:22,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:43:09,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:41:11,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:37:58,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:37:48,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:37:32,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:37:00,"RT @monica_benicio: Vem pro twittaço por justiça para Marielle e Anderson. 120 sem resposta. Não passarão!!!!
#QuemMatouMarielle #quemmando…",
2018-07-29 22:28:32,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 22:26:46,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",1
2018-07-29 22:08:01,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 21:54:52,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 21:49:47,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 21:48:28,"Aprende a nadar, companheiro
Que a maré se vai levantar
Que a liberdade está a passar por aqui
Maré alta
Maré alta… https://t.co/qzXO3mC9aR",
2018-07-29 21:21:16,Quem matou Marielle? Quem mandou matar Marielle? A família de #MarielleFranco tem uma mensagem! via @anistiabrasil… https://t.co/rbuFS1PmI4,1
2018-07-29 21:20:51,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 21:14:56,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 21:13:47,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 21:11:53,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 20:57:16,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:56:57,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:55:55,"RT @paulomourajr: 137 dias.
4 meses e 15 dias.
137 dias sem Marielle Franco.
Quem matou Marielle Franco e Anderson Gomes?
Quem mandou matá-…",1
2018-07-29 20:55:28,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 20:53:14,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:53:10,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:53:07,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 20:52:14,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:51:59,"RT @ManuelaDavila: #ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país atual…",
2018-07-29 20:51:02,"#ManuAoVivo: ""Quando dizemos #LulaLivre e #MariellePresente, estamos falando muito sobre o que ocorre em todo país… https://t.co/yGn3IJAlzD",
2018-07-29 20:46:01,RT @renatasouzario: Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na lut…,
2018-07-29 20:43:42,"RT @paulomourajr: 137 dias.
4 meses e 15 dias.
137 dias sem Marielle Franco.
Quem matou Marielle Franco e Anderson Gomes?
Quem mandou matá-…",
2018-07-29 20:42:45,"137 dias.
4 meses e 15 dias.
137 dias sem Marielle Franco.
Quem matou Marielle Franco e Anderson Gomes?
Quem mandou… https://t.co/Ojr0hLsxC7",
2018-07-29 20:41:18,Marcha ao lado das mulheres negras que mais respeito e admiro. Dia de luta com quem realmente está ao nosso lado na… https://t.co/9F1MHWbGJ4,
2018-07-29 19:58:11,RT @RenatoCincoRJ: Hoje a Mari completa 39 anos. Segue viva em nossas lutas e corações. #MarielleVive #MariellePresente  imagem: Portilho C…,1
2018-07-29 18:22:13,"Que capa !!! 
Lindas #nandacosta e #lanlanh arrasaram nesta sexta-feira de eclipse e no dia em que… https://t.co/swyBS807iT",
2018-07-29 18:20:31,"RT @ManuelaDavila: Hoje, Marielle Franco comemoraria 39 anos. Uma vida linda de luta, com uma voz que clamava por justiça, que seguiremos e…",
2018-07-29 18:09:14,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-29 17:09:18,"RT @alinecpiva: 29 congressistas estadunidenses, incluindo @SenSanders, enviaram hoje uma carta ao governo brasileiro pedindo #Lulalivre e…",
2018-07-29 17:05:42,"RT @PersonalEscrito: Hoje, a #CumbreDeBase teve a presença de Sergio Maldonado, irmão de #SantiagoMaladonado, que como Marielle, também foi…",
2018-07-29 15:51:23,RT @OKnauss: Interviewing Lourenço Cezar at the Museu da Maré #ReCenteringPeriphery #mariellefranco #RiodeJaneiro https://t.co/TOHRTAhfwT,
2018-07-29 15:42:36,Marcha das Mulheres Negras #mariellepresente https://t.co/EIqSsYzC2i,
2018-07-29 15:42:04,"RT @MidiaNINJA: Não podemos deixar calar! #MarielleFranco deixou sementes e sua luta segue.
#QuemMatouMarielle https://t.co/qd8CqlmCi9",1
2018-07-29 15:41:15,"RT @MidiaNINJA: Não podemos deixar calar! #MarielleFranco deixou sementes e sua luta segue.
#QuemMatouMarielle https://t.co/qd8CqlmCi9",1
2018-07-29 14:54:37,"RT @RafaelaADS02: Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco #MariellePre…",1
2018-07-29 14:40:48,"RT @geledes: Marinete da Silva, mãe de Marielle, passa a integrar Comissão da Mulher da OAB-RJ
 #geledes #Mulhernegra #MarielleFranco 

htt…",11
2018-07-29 14:39:56,"RT @RafaelaADS02: Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco #MariellePre…",
2018-07-29 14:37:10,"Lindo, lindo, lindo: do Rio para o mundo, #LulaLivre #LulaInocente #LulaPresidente 
#MariellePresente #MarielleVive… https://t.co/inZjJk9f35",
2018-07-29 14:31:42,"RT @nad_pimentel: 🌹Marielle Franco
27/07/1979 - 14/03/ 2018

Hoje Marielle estaria completando 39 anos.

Continuamos sem respostas:
- Quem…",
2018-07-29 14:14:28,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-29 14:14:27,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",
2018-07-29 13:56:40,"Infelizmente as mulheres negras ainda estamos nos piores i fixadores de violência, saúde, educação e  representativ… https://t.co/LWb5TTmt45",1
2018-07-29 13:25:56,"RT @fc_adoracao: Eu quero mais que você se foda (...) 🌹✨ Festival Lula Livre 
#FilipeCatto #catto #FestivalLulaLivre #LulaLivre #MariellePr…",
2018-07-29 13:09:26,"Partiu pra Marcha das Mulheres Negras em Copa, no Posto 4! ✊🏾🌻✊🏾🌻✊🏾

#nossospassosvemdelonge
#mariellepresente https://t.co/llSTiDZiMX",
2018-07-29 12:51:53,"@APellegrino1 @mariellefranco A @RedeGlobo fomenta há anos o genocídio da população negra. Falar
#MariellePresente… https://t.co/AuFKYflpyl",
2018-07-29 12:15:39,"@robsonvalle2002 @Paulox36 Tem que ser mesmo Robson 

O que entendo que seria uma boa mostra do senso democratico d… https://t.co/ykDBD6ZMg5",
2018-07-29 11:54:50,"RT @nad_pimentel: 🌹Marielle Franco
27/07/1979 - 14/03/ 2018

Hoje Marielle estaria completando 39 anos.

Continuamos sem respostas:
- Quem…",
2018-07-29 11:53:35,RT @IrenioChaves: Quem matou e quem mandou matar Marielle e Anderson? 137 dias sem resposta. #MariellePresente,
2018-07-29 11:45:14,"RT @TheInterceptBr: Hoje, Marielle Franco faria 39 anos. 135 dias após sua morte uma pergunta continua sem resposta. Quem matou Marielle e…",
2018-07-29 11:43:15,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-29 11:38:26,"RT @abdalafarah: Hoje Marielle Franco completaria 39 anos de idade...

Sua vida, carreira e lutas foram interrompidas violentamente com vár…",
2018-07-29 11:25:34,Quem matou e quem mandou matar Marielle e Anderson? 137 dias sem resposta. #MariellePresente,
2018-07-29 11:02:31,Quem matou Marielle? Quem mandou matar Marielle? A família de #MarielleFranco tem uma mensagem! via @anistiabrasil… https://t.co/tzJWa6dMuq,
2018-07-29 08:30:57,"Que domingo! &lt;3 

#ForaTemer #Lulalivre #Freelula #festivallulalivre #mariellepresente https://t.co/y00ZklS3uE",
2018-07-29 07:41:20,"RT @andrelhuiz: Marcus Vinicius, 14 anos, Morto a Caminho da Escola Por Estado Genocida.
#MarcusViniciusPresente #MaréResiste #MariellePres…",
2018-07-29 07:22:25,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 06:17:44,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",q
2018-07-29 04:06:07,"O Paulo Teixeira 13 comenta o fracasso da intervenção militar do RJ e os novos fatos sobre o caso Marielle, ao vivo… https://t.co/1HncNtt16l",
2018-07-29 03:49:38,"Q sentimento doido foi esse hj.
Tive a responsa de homenagear a Marielle Franco. Quando subi naquele palco e junto… https://t.co/3fNAaPmNaC",q
2018-07-29 03:22:30,"RT @samiabomfim: Hoje é aniversário de Marielle Franco. Não fosse a brutal execução que tentou calar sua voz, nossa companheira estaria com…",q
2018-07-29 02:36:06,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",q
2018-07-29 02:26:58,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 02:26:18,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:57:52,"RT @RafaelaADS02: Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco #MariellePre…",
2018-07-29 01:56:34,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",q
2018-07-29 01:50:07,"RT @RafaelaADS02: Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco #MariellePre…",
2018-07-29 01:49:19,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:44:19,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:43:00,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:39:32,"RT @RafaelaADS02: Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco #MariellePre…",
2018-07-29 01:35:52,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:35:27,"Eu quero mais que você se foda (...) 🌹✨ Festival Lula Livre 
#FilipeCatto #catto #FestivalLulaLivre #LulaLivre… https://t.co/ZHTj5MLDhe",
2018-07-29 01:34:36,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 01:17:53,"RT @MARIBH2: #FestivalLulaLivre  RAP  DA  REVOLTA,  BICHO,   É #MREVOLTA REPRESADA NA GARGANTA  #MariellePresente   Viva @jandira_feghali…",
2018-07-29 01:17:23,"Marielle perguntou
Eu tbm vou perguntar
Quantos mais tem que morrer
Pra essa guerra acabar?

#MarielleFranco… https://t.co/darjTaO9ue",
2018-07-29 01:16:04,"RT @MARIBH2: #FestivalLulaLivre  RAP  DA  REVOLTA,  BICHO,   É #MREVOLTA REPRESADA NA GARGANTA  #MariellePresente   Viva @jandira_feghali…",
2018-07-29 01:13:40,"#FestivalLulaLivre  RAP  DA  REVOLTA,  BICHO,   É #MREVOLTA REPRESADA NA GARGANTA  #MariellePresente   Viva… https://t.co/ibmH9cNg1P",
2018-07-29 01:02:04,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:54:31,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:51:17,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:50:27,"RT @RAzrJnr: A investigação sobre a morte de #Rayneia merece a mesma importância, cobrança e energia que são aplicadas ao caso de #Marielle…",
2018-07-29 00:49:59,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:47:33,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:46:26,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:45:58,@Glauber_Braga Gratidão. Lindo demais. Lutemos pelo Rio de Janeiro e pelo Brasil juntos com #LulaLivreJá e por… https://t.co/Q6qpTgd4l5,
2018-07-29 00:45:48,RT @mariadorosario: Um grito por todas as Mulheres Latino-americanas Caribenhas: Quem matou #MarielleFranco ?? https://t.co/wlKEj1a6by,
2018-07-29 00:44:06,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:43:46,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:43:19,Minuto de silencio por Anderson e Marielle Franco. Marielle teria feito 39 anos ontem. Assassinados há 140 dias. O… https://t.co/Xnxez4rVMn,
2018-07-29 00:42:54,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:42:43,RT @CassioSerafim: Quem mandou matar Marielle Franco? Foram os mesmos que mandaram sequestrar Lula? #FestivalLulaLivre #LulaLivre #Marielle…,
2018-07-29 00:42:36,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:42:05,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:41:46,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:41:40,"RT @junniorprofilo: Emocionado com esse texto sobre a Marielle. #MariellePresente

#FestivalLulaLivre",
2018-07-29 00:41:31,Quem mandou matar Marielle Franco? Foram os mesmos que mandaram sequestrar Lula? #FestivalLulaLivre #LulaLivre… https://t.co/ILC5dsw8PE,
2018-07-29 00:41:20,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:41:18,"RT @J_LIVRES: #MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e ainda não teve…",
2018-07-29 00:40:39,"#MarielleFranco presente HOJE e sempre... 1 minuto de silêncio por Marielle Franco, que faria 39 anos ontem, e aind… https://t.co/jXbUKIHA4a",
2018-07-29 00:38:46,"Emocionado com esse texto sobre a Marielle. #MariellePresente

#FestivalLulaLivre",
2018-07-29 00:20:37,"RT @APellegrino1: A gente fala #MariellePresente e pratica. Cobrando quem matou, quem mandou matar. Falando dela e lembrando que hoje ela f…",1
2018-07-28 23:50:40,"#FestivalLulaLivre Adoro ver espaço para tantos sotaques e línguas, tantas corporalidades, tantas identidades, tant… https://t.co/rDpo1hSBf7",
2018-07-28 22:55:59,@danielamercury obrigada por lembrar de Marielle e seu aniversário ontem! Estará sempre entre nós e não descansarem… https://t.co/yaXC9OEgvp,
2018-07-28 22:55:10,"RT @PersonalEscrito: Marcha da #CumbreDeBase, em Poa, homenageia #MarielleFranco, no dia em que ela completaria 39 anos, e exige justiça. #…",
2018-07-28 22:53:36,"RT @PersonalEscrito: Hoje, a #CumbreDeBase teve a presença de Sergio Maldonado, irmão de #SantiagoMaladonado, que como Marielle, também foi…",
2018-07-28 22:53:18,"RT @PersonalEscrito: Marcha da #CumbreDeBase, em Poa, homenageia #MarielleFranco, no dia em que ela completaria 39 anos, e exige justiça. #…",
2018-07-28 22:39:17,RT @flaviobrbraga: @anacanas Sua participação no show do #AdrianoGrineberg ontem no #SantosJazzFestival foi de arrepiar. Adorei ver Rock'n'…,
2018-07-28 22:34:16,RT @fernandaseibel: queria que #mariellepresente  estivesse ouvindo isso! #somostodasmarielle!  #FestivalLulaLivre  !#tamojunto! #MusicaBoa…,
